rt,stimulus,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,id,subj,source_file,natural,mobile,volition,potent,sentient,instigation,manipulability
11780,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,16384,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,,,ekqxnxc8hr.csv,,,,,,,
26444,,survey-html-form,2,2.1.0,42833,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,6.0,human,ekqxnxc8hr.csv,7,7,7,7,7,7,6
25479,,survey-html-form,3,2.1.0,68315,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,5.0,instrument,ekqxnxc8hr.csv,6,2,1,1,1,6,7
22744,,survey-html-form,4,2.1.0,91062,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,25.0,instrument,ekqxnxc8hr.csv,6,1,1,3,1,6,7
17217,,survey-html-form,5,2.1.0,108280,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,10.0,human,ekqxnxc8hr.csv,7,7,7,7,7,6,6
46844,,survey-html-form,6,2.1.0,155128,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,22.0,human,ekqxnxc8hr.csv,7,7,7,6,7,5,6
33304,,survey-html-form,7,2.1.0,188434,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,20.0,human,ekqxnxc8hr.csv,7,7,7,3,7,3,6
24175,,survey-html-form,8,2.1.0,212612,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,13.0,instrument,ekqxnxc8hr.csv,7,3,1,2,1,6,7
17342,,survey-html-form,9,2.1.0,229956,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,9.0,instrument,ekqxnxc8hr.csv,7,2,1,2,1,7,7
32083,,survey-html-form,10,2.1.0,262043,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,7.0,instrument,ekqxnxc8hr.csv,3,3,1,1,1,3,7
21100,,survey-html-form,11,2.1.0,283146,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,15.0,instrument,ekqxnxc8hr.csv,2,3,1,1,1,3,7
12817,,survey-html-form,12,2.1.0,295966,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,2.0,human,ekqxnxc8hr.csv,7,7,7,6,7,7,6
14351,,survey-html-form,13,2.1.0,310319,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,18.0,human,ekqxnxc8hr.csv,7,7,7,6,7,6,6
19300,,survey-html-form,14,2.1.0,329621,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,23.0,instrument,ekqxnxc8hr.csv,5,1,1,6,1,7,2
19838,,survey-html-form,15,2.1.0,349462,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,1.0,instrument,ekqxnxc8hr.csv,2,1,1,1,1,5,7
11874,,survey-html-form,16,2.1.0,361338,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,14.0,human,ekqxnxc8hr.csv,7,7,7,7,7,7,6
49778,,survey-html-form,17,2.1.0,411118,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,8.0,human,ekqxnxc8hr.csv,6,7,7,6,7,7,6
24022,,survey-html-form,18,2.1.0,435141,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,19.0,instrument,ekqxnxc8hr.csv,3,2,1,1,1,3,7
16494,,survey-html-form,19,2.1.0,451636,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,12.0,human,ekqxnxc8hr.csv,6,7,7,6,7,7,6
23393,,survey-html-form,20,2.1.0,475031,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,4.0,human,ekqxnxc8hr.csv,7,7,7,7,7,7,6
18382,,survey-html-form,21,2.1.0,493415,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,21.0,instrument,ekqxnxc8hr.csv,3,1,1,3,1,6,7
12576,,survey-html-form,22,2.1.0,505993,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,17.0,instrument,ekqxnxc8hr.csv,2,1,1,1,1,2,7
18712,,survey-html-form,23,2.1.0,524707,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,3.0,instrument,ekqxnxc8hr.csv,3,2,1,2,1,5,7
20423,,survey-html-form,24,2.1.0,545132,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,24.0,human,ekqxnxc8hr.csv,6,6,7,2,7,3,6
29225,,survey-html-form,25,2.1.0,574360,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,26.0,human,ekqxnxc8hr.csv,7,7,7,2,7,3,6
12706,,survey-html-form,26,2.1.0,587068,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,11.0,instrument,ekqxnxc8hr.csv,3,2,1,1,1,5,7
12932,,survey-html-form,27,2.1.0,600003,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,16.0,human,ekqxnxc8hr.csv,7,7,7,6,7,7,6
4558,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,604572,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,,,ekqxnxc8hr.csv,,,,,,,
106519,,survey,29,3.0.0,711348,695fe7a6e512deea3d56cdb5,6980c7c83940647eb7aa7467,6980d575d79dba199d343683,,,ekqxnxc8hr.csv,,,,,,,
6480,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,6488,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,,,g040hczbh7.csv,,,,,,,
21066,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,27556,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,,,g040hczbh7.csv,,,,,,,
18614,,survey-html-form,2,2.1.0,46173,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,8.0,human,g040hczbh7.csv,6,7,7,7,7,7,7
18901,,survey-html-form,3,2.1.0,65075,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,2.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
15203,,survey-html-form,4,2.1.0,80280,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,13.0,instrument,g040hczbh7.csv,7,7,1,1,1,2,7
9678,,survey-html-form,5,2.1.0,89959,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,3.0,instrument,g040hczbh7.csv,7,7,1,1,1,2,7
10827,,survey-html-form,6,2.1.0,100787,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,16.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
12531,,survey-html-form,7,2.1.0,113319,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,12.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
26171,,survey-html-form,8,2.1.0,139492,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,24.0,human,g040hczbh7.csv,7,7,7,1,7,7,7
10463,,survey-html-form,9,2.1.0,149957,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,18.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
9865,,survey-html-form,10,2.1.0,159823,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,14.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
9499,,survey-html-form,11,2.1.0,169324,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,4.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
25478,,survey-html-form,12,2.1.0,194804,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,22.0,human,g040hczbh7.csv,7,7,7,6,7,7,7
21037,,survey-html-form,13,2.1.0,215844,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,20.0,human,g040hczbh7.csv,7,7,7,2,7,6,7
15691,,survey-html-form,14,2.1.0,231535,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,7.0,instrument,g040hczbh7.csv,1,7,1,1,1,1,7
17023,,survey-html-form,15,2.1.0,248560,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,9.0,instrument,g040hczbh7.csv,6,7,1,1,1,6,7
20031,,survey-html-form,16,2.1.0,268592,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,23.0,instrument,g040hczbh7.csv,6,1,1,5,1,6,7
16294,,survey-html-form,17,2.1.0,284888,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,5.0,instrument,g040hczbh7.csv,7,7,1,1,1,5,7
18921,,survey-html-form,18,2.1.0,303811,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,19.0,instrument,g040hczbh7.csv,7,7,1,1,1,1,7
20099,,survey-html-form,19,2.1.0,323911,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,1.0,instrument,g040hczbh7.csv,5,5,1,1,1,2,7
15126,,survey-html-form,20,2.1.0,339039,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,15.0,instrument,g040hczbh7.csv,1,5,1,1,1,1,7
12438,,survey-html-form,21,2.1.0,351479,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,17.0,instrument,g040hczbh7.csv,1,5,1,1,1,2,7
24231,,survey-html-form,22,2.1.0,375711,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,21.0,instrument,g040hczbh7.csv,5,2,1,1,1,6,7
13499,,survey-html-form,23,2.1.0,389211,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,11.0,instrument,g040hczbh7.csv,1,5,1,1,1,5,7
8963,,survey-html-form,24,2.1.0,398175,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,10.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
10067,,survey-html-form,25,2.1.0,408243,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,6.0,human,g040hczbh7.csv,7,7,7,7,7,7,7
20087,,survey-html-form,26,2.1.0,428331,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,25.0,instrument,g040hczbh7.csv,5,5,1,1,1,5,7
16299,,survey-html-form,27,2.1.0,444631,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,26.0,human,g040hczbh7.csv,7,7,7,1,7,6,7
3366,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,447999,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,,,g040hczbh7.csv,,,,,,,
403279,,survey,29,3.0.0,851353,5e836a3c2598d409928dae31,6980c7c83940647eb7aa7467,6980cdbfb42725d97b3a67ce,,,g040hczbh7.csv,,,,,,,
5628,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,5654,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,,,jaelv3qat2.csv,,,,,,,
9584,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,15240,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,,,jaelv3qat2.csv,,,,,,,
26066,,survey-html-form,2,2.1.0,41310,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,14.0,instrument,jaelv3qat2.csv,3,1,1,1,1,1,7
19397,,survey-html-form,3,2.1.0,60709,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,5.0,human,jaelv3qat2.csv,6,6,6,6,6,6,6
15648,,survey-html-form,4,2.1.0,76358,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,12.0,instrument,jaelv3qat2.csv,2,2,1,1,1,1,7
22213,,survey-html-form,5,2.1.0,98573,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,23.0,human,jaelv3qat2.csv,5,7,7,6,7,6,7
20268,,survey-html-form,6,2.1.0,118843,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,6.0,instrument,jaelv3qat2.csv,3,2,1,1,1,1,7
16175,,survey-html-form,7,2.1.0,135021,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,17.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
14271,,survey-html-form,8,2.1.0,149295,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,10.0,instrument,jaelv3qat2.csv,1,1,1,1,1,1,7
121712,,survey-html-form,9,2.1.0,271009,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,25.0,human,jaelv3qat2.csv,7,7,7,6,7,7,7
14838,,survey-html-form,10,2.1.0,285849,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,4.0,instrument,jaelv3qat2.csv,1,1,1,1,1,1,7
16182,,survey-html-form,11,2.1.0,302034,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,16.0,instrument,jaelv3qat2.csv,1,1,1,1,1,1,7
26474,,survey-html-form,12,2.1.0,328510,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,24.0,instrument,jaelv3qat2.csv,6,3,1,1,1,5,1
24123,,survey-html-form,13,2.1.0,352636,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,26.0,instrument,jaelv3qat2.csv,5,5,1,1,1,1,7
16102,,survey-html-form,14,2.1.0,368740,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,22.0,instrument,jaelv3qat2.csv,3,4,1,1,1,3,1
23108,,survey-html-form,15,2.1.0,391849,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,20.0,instrument,jaelv3qat2.csv,6,1,1,1,1,2,7
53726,,survey-html-form,16,2.1.0,445577,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,2.0,instrument,jaelv3qat2.csv,1,1,1,1,1,1,7
16448,,survey-html-form,17,2.1.0,462028,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,7.0,human,jaelv3qat2.csv,6,7,7,7,7,7,7
19388,,survey-html-form,18,2.1.0,481418,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,9.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
16880,,survey-html-form,19,2.1.0,498300,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,1.0,human,jaelv3qat2.csv,6,7,7,7,7,7,7
12576,,survey-html-form,20,2.1.0,510877,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,19.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
20628,,survey-html-form,21,2.1.0,531507,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,8.0,instrument,jaelv3qat2.csv,2,2,1,1,1,1,7
16224,,survey-html-form,22,2.1.0,547733,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,13.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
14136,,survey-html-form,23,2.1.0,561871,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,11.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
20163,,survey-html-form,24,2.1.0,582037,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,18.0,instrument,jaelv3qat2.csv,1,1,1,1,1,1,7
13439,,survey-html-form,25,2.1.0,595479,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,15.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
22237,,survey-html-form,26,2.1.0,617718,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,21.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
12330,,survey-html-form,27,2.1.0,630049,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,3.0,human,jaelv3qat2.csv,7,7,7,7,7,7,7
3796,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",html-button-response,28,2.1.0,633847,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,,,jaelv3qat2.csv,,,,,,,
63823,,survey,29,3.0.0,697837,5dda993086c886a06ce9108d,6980c7c83940647eb7aa7467,6980d0fb2dc0fca817fd9d4a,,,jaelv3qat2.csv,,,,,,,
2983,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",html-button-response,0,2.1.0,3006,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,,,jl44fxzrnl.csv,,,,,,,
859609,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",html-button-response,1,2.1.0,862619,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,,,jl44fxzrnl.csv,,,,,,,
65235,,survey-html-form,2,2.1.0,927858,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,11.0,human,jl44fxzrnl.csv,7,7,7,7,6,7,7
111375,,survey-html-form,3,2.1.0,1039236,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,6.0,instrument,jl44fxzrnl.csv,6,1,1,1,1,6,7
25591,,survey-html-form,4,2.1.0,1064830,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,19.0,human,jl44fxzrnl.csv,6,7,6,7,7,7,5
11418,,survey-html-form,5,2.1.0,1076251,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,16.0,instrument,jl44fxzrnl.csv,4,2,1,1,1,5,7
12470,,survey-html-form,6,2.1.0,1088724,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,24.0,instrument,jl44fxzrnl.csv,7,1,1,2,1,7,5
