rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,id,subj,source_file
2983,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,html-button-response,0,2.1.0,3006,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,,,jl44fxzrnl.csv
859609,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,862619,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,,,jl44fxzrnl.csv
65235,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""7"",""volition"":""7"",""sentient"":""6"",""potent"":""7"",""instigation"":""7""}",survey-html-form,2,2.1.0,927858,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,11.0,human,jl44fxzrnl.csv
111375,,"{""natural"":""6"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""6""}",survey-html-form,3,2.1.0,1039236,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,6.0,instrument,jl44fxzrnl.csv
25591,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,4,2.1.0,1064830,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,19.0,human,jl44fxzrnl.csv
11418,,"{""natural"":""4"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,5,2.1.0,1076251,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,16.0,instrument,jl44fxzrnl.csv
12470,,"{""natural"":""7"",""mobile"":""1"",""manipulability"":""5"",""volition"":""1"",""sentient"":""1"",""potent"":""2"",""instigation"":""7""}",survey-html-form,6,2.1.0,1088724,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,24.0,instrument,jl44fxzrnl.csv
17092,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""6"",""potent"":""7"",""instigation"":""6""}",survey-html-form,7,2.1.0,1105819,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,3.0,human,jl44fxzrnl.csv
11709,,"{""natural"":""5"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""7""}",survey-html-form,8,2.1.0,1117531,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,8.0,instrument,jl44fxzrnl.csv
11983,,"{""natural"":""7"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""4"",""instigation"":""6""}",survey-html-form,9,2.1.0,1129519,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,14.0,instrument,jl44fxzrnl.csv
83993,,"{""natural"":""5"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""3"",""instigation"":""3""}",survey-html-form,10,2.1.0,1213515,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,10.0,instrument,jl44fxzrnl.csv
14556,,"{""natural"":""5"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""7"",""potent"":""2"",""instigation"":""1""}",survey-html-form,11,2.1.0,1228073,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,23.0,human,jl44fxzrnl.csv
77670,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""4"",""volition"":""7"",""sentient"":""7"",""potent"":""1"",""instigation"":""7""}",survey-html-form,12,2.1.0,1305747,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,21.0,human,jl44fxzrnl.csv
14210,,"{""natural"":""5"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""2"",""instigation"":""5""}",survey-html-form,13,2.1.0,1319959,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,12.0,instrument,jl44fxzrnl.csv
105473,,"{""natural"":""7"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""6""}",survey-html-form,14,2.1.0,1425436,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,18.0,instrument,jl44fxzrnl.csv
11534,,"{""natural"":""7"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""6"",""instigation"":""7""}",survey-html-form,15,2.1.0,1436973,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,20.0,instrument,jl44fxzrnl.csv
19242,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,16,2.1.0,1456217,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,7.0,human,jl44fxzrnl.csv
43954,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,17,2.1.0,1500173,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,15.0,human,jl44fxzrnl.csv
28039,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,18,2.1.0,1528214,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,9.0,human,jl44fxzrnl.csv
15172,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""6"",""volition"":""7"",""sentient"":""6"",""potent"":""3"",""instigation"":""5""}",survey-html-form,19,2.1.0,1543389,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,25.0,human,jl44fxzrnl.csv
20883,,"{""natural"":""3"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""3"",""instigation"":""6""}",survey-html-form,20,2.1.0,1564275,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,22.0,instrument,jl44fxzrnl.csv
15682,,"{""natural"":""5"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""2"",""instigation"":""3""}",survey-html-form,21,2.1.0,1579960,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,4.0,instrument,jl44fxzrnl.csv
13277,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,22,2.1.0,1593242,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,5.0,human,jl44fxzrnl.csv
95909,,"{""natural"":""6"",""mobile"":""5"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""6"",""instigation"":""7""}",survey-html-form,23,2.1.0,1689154,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,26.0,instrument,jl44fxzrnl.csv
19648,,"{""natural"":""3"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,24,2.1.0,1708804,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,2.0,instrument,jl44fxzrnl.csv
13449,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""7"",""sentient"":""7"",""potent"":""6"",""instigation"":""7""}",survey-html-form,25,2.1.0,1722256,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,1.0,human,jl44fxzrnl.csv
14517,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""3"",""volition"":""6"",""sentient"":""6"",""potent"":""7"",""instigation"":""7""}",survey-html-form,26,2.1.0,1736776,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,17.0,human,jl44fxzrnl.csv
10696,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""5"",""volition"":""6"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,27,2.1.0,1747475,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,13.0,human,jl44fxzrnl.csv
2916,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",0,html-button-response,28,2.1.0,1750394,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,,,jl44fxzrnl.csv
25535,,"{""understood"":true,""age"":41,""gender"":""Female"",""ethnicity"":""White"",""languages"":""English"",""topic"":""I think this study was about how people comprehend sentences."",""enjoy"":""Average study"",""payment"":""The payment was fair"",""comments"":""N/A"",""question1"":null}",survey,29,3.0.0,1776104,5b53e95f4bbe600001465c18,6980c7c83940647eb7aa7467,6980df18c161fefadc9b4ac9,,,jl44fxzrnl.csv
1682,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,html-button-response,0,2.1.0,1695,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,,,ksp247hbhp.csv
46532,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,48227,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,,,ksp247hbhp.csv
21568,,"{""natural"":""5"",""mobile"":""6"",""manipulability"":""4"",""volition"":""3"",""sentient"":""1"",""potent"":""7"",""instigation"":""7""}",survey-html-form,2,2.1.0,69800,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,12.0,human,ksp247hbhp.csv
44401,,"{""natural"":""2"",""mobile"":""6"",""manipulability"":""3"",""volition"":""7"",""sentient"":""5"",""potent"":""7"",""instigation"":""7""}",survey-html-form,3,2.1.0,114202,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,22.0,human,ksp247hbhp.csv
16196,,"{""natural"":""3"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,4,2.1.0,130400,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,3.0,instrument,ksp247hbhp.csv
14208,,"{""natural"":""3"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""3""}",survey-html-form,5,2.1.0,144610,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,19.0,instrument,ksp247hbhp.csv
21266,,"{""natural"":""5"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,6,2.1.0,165878,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,13.0,instrument,ksp247hbhp.csv
22604,,"{""natural"":""2"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,7,2.1.0,188484,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,11.0,instrument,ksp247hbhp.csv
12403,,"{""natural"":""6"",""mobile"":""5"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""7""}",survey-html-form,8,2.1.0,200890,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,25.0,instrument,ksp247hbhp.csv
14680,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""1"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""5""}",survey-html-form,9,2.1.0,215572,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,16.0,human,ksp247hbhp.csv
13778,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""4"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,10,2.1.0,229352,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,18.0,human,ksp247hbhp.csv
14943,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""1"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""7""}",survey-html-form,11,2.1.0,244296,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,20.0,human,ksp247hbhp.csv
12159,,"{""natural"":""2"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,12,2.1.0,256457,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,1.0,instrument,ksp247hbhp.csv
13968,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""1"",""volition"":""7"",""sentient"":""6"",""potent"":""7"",""instigation"":""7""}",survey-html-form,13,2.1.0,270428,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,10.0,human,ksp247hbhp.csv
16360,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""7""}",survey-html-form,14,2.1.0,286789,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,5.0,instrument,ksp247hbhp.csv
17127,,"{""natural"":""1"",""mobile"":""3"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,15,2.1.0,303917,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,7.0,instrument,ksp247hbhp.csv
13478,,"{""natural"":""2"",""mobile"":""7"",""manipulability"":""3"",""volition"":""6"",""sentient"":""6"",""potent"":""7"",""instigation"":""6""}",survey-html-form,16,2.1.0,317397,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,8.0,human,ksp247hbhp.csv
21842,,"{""natural"":""3"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,17,2.1.0,339240,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,9.0,instrument,ksp247hbhp.csv
12714,,"{""natural"":""3"",""mobile"":""7"",""manipulability"":""1"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,18,2.1.0,351956,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,4.0,human,ksp247hbhp.csv
21356,,"{""natural"":""1"",""mobile"":""7"",""manipulability"":""3"",""volition"":""7"",""sentient"":""7"",""potent"":""7"",""instigation"":""6""}",survey-html-form,19,2.1.0,373313,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,24.0,human,ksp247hbhp.csv
40302,,"{""natural"":""3"",""mobile"":""5"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""6"",""instigation"":""6""}",survey-html-form,20,2.1.0,413616,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,23.0,instrument,ksp247hbhp.csv
15172,,"{""natural"":""5"",""mobile"":""7"",""manipulability"":""1"",""volition"":""6"",""sentient"":""6"",""potent"":""7"",""instigation"":""7""}",survey-html-form,21,2.1.0,428789,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,6.0,human,ksp247hbhp.csv
16767,,"{""natural"":""2"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""5"",""instigation"":""7""}",survey-html-form,22,2.1.0,445558,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,21.0,instrument,ksp247hbhp.csv
18272,,"{""natural"":""5"",""mobile"":""1"",""manipulability"":""1"",""volition"":""7"",""sentient"":""7"",""potent"":""5"",""instigation"":""6""}",survey-html-form,23,2.1.0,463831,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,26.0,human,ksp247hbhp.csv
21470,,"{""natural"":""2"",""mobile"":""1"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""3""}",survey-html-form,24,2.1.0,485302,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,17.0,instrument,ksp247hbhp.csv
15554,,"{""natural"":""5"",""mobile"":""7"",""manipulability"":""2"",""volition"":""6"",""sentient"":""6"",""potent"":""5"",""instigation"":""5""}",survey-html-form,25,2.1.0,500858,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,2.0,human,ksp247hbhp.csv
13019,,"{""natural"":""2"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,26,2.1.0,513878,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,15.0,instrument,ksp247hbhp.csv
38102,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""3"",""volition"":""7"",""sentient"":""7"",""potent"":""6"",""instigation"":""7""}",survey-html-form,27,2.1.0,551981,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,14.0,human,ksp247hbhp.csv
2405,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",0,html-button-response,28,2.1.0,554389,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,,,ksp247hbhp.csv
48776,,"{""understood"":true,""age"":30,""gender"":""Female"",""ethnicity"":""White, Black, Native American"",""languages"":""English"",""topic"":""Maybe to see how people perceive sentence structure and comprehend the scenarios"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""Have a great day!"",""question1"":null}",survey,29,3.0.0,603280,663a64da0dbc37192d930b1c,6980c7c83940647eb7aa7467,6980cfa00f9f839bef50e8e0,,,ksp247hbhp.csv
2276,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,html-button-response,0,2.1.0,2295,65d53cf473e1b96ac92b5f33,6980c7c83940647eb7aa7467,6980d00262185a9de3311470,,,ot3we9uu13.csv
40962,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,43260,65d53cf473e1b96ac92b5f33,6980c7c83940647eb7aa7467,6980d00262185a9de3311470,,,ot3we9uu13.csv
162480,,"{""natural"":""7"",""mobile"":""1"",""manipulability"":""1"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""7""}",survey-html-form,2,2.1.0,205744,65d53cf473e1b96ac92b5f33,6980c7c83940647eb7aa7467,6980d00262185a9de3311470,24.0,instrument,ot3we9uu13.csv
21763,,"{""natural"":""7"",""mobile"":""4"",""manipulability"":""1"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,3,2.1.0,227510,65d53cf473e1b96ac92b5f33,6980c7c83940647eb7aa7467,6980d00262185a9de3311470,13.0,human,ot3we9uu13.csv
16397,,"{""natural"":""4"",""mobile"":""6"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,4,2.1.0,243910,65d53cf473e1b96ac92b5f33,6980c7c83940647eb7aa7467,6980d00262185a9de3311470,6.0,instrument,ot3we9uu13.csv
22581,,"{""natural"":""6"",""mobile"":""4"",""manipulability"":""7"",""volition"":""1"",""sentient"":""4"",""potent"":""1"",""instigation"":""6""}",survey-html-form,5,2.1.0,266493,65d53cf473e1b96ac92b5f33,6980c7c83940647eb7aa7467,6980d00262185a9de3311470,26.0,instrument,ot3we9uu13.csv
21880,,"{""natural"":""2"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""2"",""instigation"":""5""}",survey-html-form,6,2.1.0,288376,65d53cf473e1b96ac92b5f33,6980c7c83940647eb7aa7467,6980d00262185a9de3311470,2.0,instrument,ot3we9uu13.csv
